Name,Platform,Year_of_Release,Genre,Publisher,Developer,Rating
Last Window: The Secret of Cape West,DS,2010,Adventure,Nintendo,,
Kidz Bop Dance Party! The Video Game,Wii,2010,Misc,D3Publisher,,
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010,Action,Namco Bandai Games,,
TRON: Evolution - Battle Grids,Wii,2010,Racing,Disney Interactive Studios,,
Hasbro Family Game Night 3,X360,2010,Misc,Electronic Arts,,
Tales of Phantasia: Narikiri Dungeon X,PSP,2010,Role-Playing,Namco Bandai Games,,
Pro Yaky? Spirits 2010,PS3,2010,Sports,Konami Digital Entertainment,,
We Sing Robbie Williams,Wii,2010,Misc,Nordic Games,,
Shining Hearts,PSP,2010,Role-Playing,Sega,,
Jikkyou Powerful Pro Yakyuu 2010,PSP,2010,Sports,Konami Digital Entertainment,,
Mahjongg Mysteries: Ancient Egypt,DS,2010,Puzzle,Avanquest,,
CSI: Unsolved!,DS,2010,Adventure,Ubisoft,,
Tokimeki Memorial Girl's Side 3rd Story,DS,2010,Adventure,Konami Digital Entertainment,,
International Cricket 2010,PS3,2010,Sports,Codemasters,,
Kenka Banchou 4: Ichinen Sensou,PSP,2010,Action,Spike,,
Mystery Tales of Time Travel,DS,2010,Puzzle,Foreign Media Games,,
Schlag den Raab,Wii,2010,Misc,Namco Bandai Games,,
Momotarou Dentetsu World,DS,2010,Misc,Hudson Soft,,
Saw II: Flesh & Blood,PS3,2010,Action,Konami Digital Entertainment,,
Rabbids Party Collection,Wii,2010,Misc,Ubisoft,,
Jeopardy!,DS,2010,Misc,THQ,,
Doctor Who: Return to Earth,Wii,2010,Adventure,Asylum Entertainment,,
Super Robot Taisen L,DS,2010,Strategy,Namco Bandai Games,,
Backyard Sports Football: Rookie Rush,DS,2010,Sports,Atari,,
Tamagotchi no Narikiri Challenge,DS,2010,Action,Namco Bandai Games,,
Gundam Assault Survive,PSP,2010,Action,Namco Bandai Games,,
N3 II: Ninety-Nine Nights,X360,2010,Action,Microsoft Game Studios,,
Camp Rock: The Final Jam,DS,2010,Misc,Disney Interactive Studios,,
The Legend of Heroes VII: The Trail of Zero,PSP,2010,Role-Playing,Falcom Corporation,,
Sid Meier's Pirates!,Wii,2010,Strategy,Take-Two Interactive,,
Despicable Me: The Game,PSP,2010,Platform,D3Publisher,,
Around the World in 80 Days,DS,2010,Action,PlayV,,
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PSP,2010,Sports,Konami Digital Entertainment,,
Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010,Strategy,Konami Digital Entertainment,,
Saw II: Flesh & Blood,X360,2010,Action,Konami Digital Entertainment,,
My Baby 3 & Friends,DS,2010,Simulation,Majesco Entertainment,,
Dragon's Lair Trilogy,Wii,2010,Adventure,Destineer,,
Doctor Who: Evacuation Earth,DS,2010,Adventure,Asylum Entertainment,,
Deadly Premonition,PS3,2010,Action,Rising Star Games,,
Making History: The Great War,Wii,2010,Strategy,Namco Bandai Games,,
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010,Role-Playing,Nippon Ichi Software,,
.hack//Link,PSP,2010,Role-Playing,Namco Bandai Games,,
Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010,Puzzle,Astragon,,
"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010,Sports,Black Bean Games,,
Atari's Greatest Hits: Volume 1,DS,2010,Misc,Atari,,
Yogi Bear: The Video Game,DS,2010,Action,D3Publisher,,
Dragon Age: Origins - Ultimate Edition,PC,2010,Role-Playing,Electronic Arts,,
Lips: I Love The 80s,X360,2010,Misc,Microsoft Game Studios,,
Kamen Rider Battle: Ganbaride,DS,2010,Strategy,Namco Bandai Games,,
Let's Play Ballerina,DS,2010,Sports,Deep Silver,,
Nobunaga no Yabou: Tendou,PS3,2010,Strategy,Tecmo Koei,,
International Cricket 2010,X360,2010,Sports,Codemasters,,
GoldenEye 007 (2010),DS,2010,Action,Activision,,
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,DS,2010,Role-Playing,Spike,,
Dragon Age Origins: Awakening,PC,2010,Role-Playing,Electronic Arts,,
Ken to Mahou to Gakuen Mono. 3,PSP,2010,Role-Playing,Acquire,,
Bakugan: Battle Trainer,DS,2010,Action,Activision,,
Soccer Tsuku DS: World Challenge 2010,DS,2010,Sports,Sega,,
Lovely Lisa and Friends,DS,2010,Simulation,Tomy Corporation,,
Pop'n Music Portable,PSP,2010,Misc,Konami Digital Entertainment,,
Peppa Pig: Fun and Games,Wii,2010,Misc,Ubisoft,,
Metal Max 3,DS,2010,Role-Playing,Enterbrain,,
Monster Hunter Frontier Online,X360,2010,Role-Playing,Capcom,,
Tamagotchi no Pichi Pichi Omisecchi,DS,2010,Action,Namco Bandai Games,,
The X-Factor,PS3,2010,Misc,Deep Silver,,
Last Ranker,PSP,2010,Role-Playing,Capcom,,
The History Channel: Great Battles - Medieval,X360,2010,Strategy,Slitherine Software,,
Power Pro Kun Pocket 13,DS,2010,Sports,Konami Digital Entertainment,,
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,DS,2010,Role-Playing,Namco Bandai Games,,
Medarot DS: Kabuto / Kuwagata Ver.,DS,2010,Role-Playing,Rocket Company,,
Making History: The Great War,PSP,2010,Strategy,Namco Bandai Games,,
The God of War Trilogy,PS3,2010,Action,Sony Computer Entertainment,,
Backyard Sports Football: Rookie Rush,Wii,2010,Sports,Atari,,
Transformers: War for Cybertron -- Decepticons,DS,2010,Action,Activision,,
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010,Strategy,Namco Bandai Games,,
Backyard Sports Football: Rookie Rush,X360,2010,Sports,Atari,,
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP,2010,Shooter,Namco Bandai Games,,
Heart Catch PreCure! Oshare Collection,DS,2010,Action,Namco Bandai Games,,
Shin Sangoku Musou: Multi Raid 2,PSP,2010,Action,Tecmo Koei,,
Zangeki no Reginleiv,Wii,2010,Action,Nintendo,,
PDC World Championship Darts: Pro Tour,Wii,2010,Sports,O-Games,,
Silly Bandz: Play The Craze,DS,2010,Puzzle,Deep Silver,,
Cats & Dogs: The Revenge of Kitty Galore,DS,2010,Action,505 Games,,
Yuusha no Kuse ni Namaikida Or 3D,PSP,2010,Strategy,Sony Computer Entertainment,,
Fairy Tail: Portable Guild,PSP,2010,Fighting,Konami Digital Entertainment,,
Pro Yaky? Spirits 2010,PS2,2010,Sports,Konami Digital Entertainment,,
Digimon Story: Lost Evolution,DS,2010,Role-Playing,Namco Bandai Games,,
Despicable Me: The Game,PS2,2010,Platform,D3Publisher,,
The Bachelor: The Videogame,Wii,2010,Misc,Warner Bros. Interactive Entertainment,,
PDC World Championship Darts: Pro Tour,PS3,2010,Sports,O-Games,,
Penguin no Mondai: The World,DS,2010,Adventure,Konami Digital Entertainment,,
Dancing on Ice,Wii,2010,Sports,Ghostlight,,
Machi-Ing Maker 3 x Tousouchuu,PSP,2010,Simulation,D3Publisher,,
"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,2010,Strategy,THQ,,
"Prinny 2: Dawn of Operation Panties, Dood!",PSP,2010,Platform,Nippon Ichi Software,,
Dora's Cooking Club,DS,2010,Misc,Take-Two Interactive,,
Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,DS,2010,Sports,Konami Digital Entertainment,,
Kiniro no Corda 3,PSP,2010,Adventure,Tecmo Koei,,
NatGeo Challenge! Wild Life,PS3,2010,Misc,Black Bean Games,,
Field & Stream: Total Outdoorsman Challenge,X360,2010,Sports,505 Games,,
SingStar Guitar,PS3,2010,Misc,Sony Computer Entertainment,,
Galactic Taz Ball,DS,2010,Platform,Warner Bros. Interactive Entertainment,,
Hakuouki: Zuisouroku Portable,PSP,2010,Adventure,Idea Factory,,
The Story of Noah's Ark,DS,2010,Action,SouthPeak Games,,
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,2010,Sports,Konami Digital Entertainment,,
Ghostbusters: The Video Game (DS Version),PC,2010,Action,Take-Two Interactive,,
U-Sing  2,Wii,2010,Misc,Mindscape,,
Quiz Magic Academy DS: Futatsu no Jikuu Koku,DS,2010,Misc,Konami Digital Entertainment,,
Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Wii,2010,Misc,Hudson Soft,,
The X-Factor,X360,2010,Misc,Deep Silver,,
Momu-chan Diet Wii: Figurobics by Chon Dayon,Wii,2010,Misc,Hudson Soft,,
Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,DS,2010,Action,Namco Bandai Games,,
Game Hits!,DS,2010,Misc,Foreign Media Games,,
Great Party Games,Wii,2010,Misc,O-Games,,
Beat Sketch!,PS3,2010,Misc,Sony Computer Entertainment,,
Thomas & Friends: Hero of the Rails,DS,2010,Misc,Unknown,,
Kaidan Restaurant: Ura Menu 100-Sen,DS,2010,Misc,Namco Bandai Games,,
Man vs. Wild,PS3,2010,Action,Abylight,,
Captain Tsubasa: New Kick Off,DS,2010,Sports,Konami Digital Entertainment,,
SingStar Apres-Ski Party 2,PS3,2010,Misc,Sony Computer Entertainment,,
Witches & Vampires: The Secrets of Ashburry,DS,2010,Adventure,DTP Entertainment,,
Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,2010,Misc,Disney Interactive Studios,,
Horrid Henry's Horrid Adventure,DS,2010,Adventure,Asylum Entertainment,,
Bleach: Heat the Soul 7,PSP,2010,Fighting,Sony Computer Entertainment,,
Diego's Build & Rescue,DS,2010,Action,Take-Two Interactive,,
Criminal Girls: Invite Only,PSP,2010,Role-Playing,Nippon Ichi Software,,
Pro Yakyuu Famista DS 2010,DS,2010,Sports,Namco Bandai Games,,
Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,2010,Adventure,Sony Computer Entertainment,,
Hakuouki DS,DS,2010,Adventure,Idea Factory,,
Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PSP,2010,Misc,Hudson Soft,,
My First Songs,Wii,2010,Misc,Mindscape,,
Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010,Shooter,Sega,,
"3 in 1: Solitaire, Mahjong & Tangram",DS,2010,Misc,Deep Silver,,
Busou Shinki: Battle Masters,PSP,2010,Action,Konami Digital Entertainment,,
Lupin Sansei: Shijou Saidai no Zunousen,DS,2010,Adventure,Namco Bandai Games,,
Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010,Sports,Konami Digital Entertainment,,
Hakuouki: Yuugi Roku,PSP,2010,Adventure,Idea Factory,,
Kane & Lynch 2: Dog Days,PC,2010,Shooter,Square Enix,,
Rugby League 3,Wii,2010,Sports,Alternative Software,,
Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,DS,2010,Action,Namco Bandai Games,,
Trick DS-han: Kakushi Kami no Sumukan,DS,2010,Misc,Konami Digital Entertainment,,
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,2010,Role-Playing,Namco Bandai Games,,
Ken to Mahou to Gakuen Mono. 3,PS3,2010,Role-Playing,Acquire,,
Junior Classic Books & Fairytales,DS,2010,Misc,GSP,,
Winning Post 7 2010,PS3,2010,Sports,Tecmo Koei,,
Lucian Bee's: Justice Yellow / Evil Violet,PS2,2010,Adventure,5pb,,
Cosmos Chaos!,DS,2010,Misc,Mentor Interactive,,
Ikki Tousen: Xross Impact,PSP,2010,Action,Marvelous Interactive,,
Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010,Fighting,Falcom Corporation,,
Nicola Kanshuu: Model * Oshare Audition,DS,2010,Misc,Alchemist,,
OK! Puzzle Stars,DS,2010,Puzzle,Ubisoft,,
Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010,Fighting,Takara Tomy,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010,Misc,D3Publisher,,
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010,Action,Namco Bandai Games,,
Dreamer Series: Zoo Keeper,DS,2010,Simulation,DreamCatcher Interactive,,
A New Beginning,PC,2010,Adventure,Deep Silver,,
Power Pro Success Legends,PSP,2010,Sports,Konami Digital Entertainment,,
Starry ? Sky: In Summer,PSP,2010,Misc,Asgard,,
Dance Sensation!,Wii,2010,Misc,Majesco Entertainment,,
Satisfashion,DS,2010,Misc,Destineer,,
Quiz! Hexagon II,DS,2010,Misc,Namco Bandai Games,,
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,2010,Role-Playing,Marvelous Interactive,,
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010,Action,Takara Tomy,,
Gormiti: The Lords of Nature!,DS,2010,Adventure,Konami Digital Entertainment,,
Dream C Club Portable,PSP,2010,Simulation,D3Publisher,,
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010,Role-Playing,Atlus,,
Minna to Kimi no Piramekino!,DS,2010,Misc,Namco Bandai Games,,
Hakuouki: Reimeiroku,PS2,2010,Adventure,Idea Factory,,
Shin Sangoku Musou 5 Empires,PSP,2010,Action,Tecmo Koei,,
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010,Action,Hudson Soft,,
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010,Fighting,Hudson Soft,,
RPG Tsukuru DS,DS,2010,Role-Playing,Enterbrain,,
Trick x Logic: Season 1,PSP,2010,Adventure,Sony Computer Entertainment,,
Winning Post 7 2010,PSP,2010,Sports,Tecmo Koei,,
Starry ? Sky: In Spring,PSP,2010,Misc,Asgard,,
Sam & Max: Beyond Time and Space,Wii,2010,Adventure,Atari,,
Marriage Royale: Prism Story,PSP,2010,Adventure,ASCII Media Works,,
The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010,Adventure,O-Games,,
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,2010,Adventure,Namco Bandai Games,,
TrackMania Turbo: Build to Race,DS,2010,Racing,Ubisoft,,
Corpse Party: Blood Covered - Repeated Fear,PSP,2010,Adventure,5pb,,
Durarara!! 3-way Standoff,PSP,2010,Adventure,ASCII Media Works,,
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,2010,Role-Playing,Spike,,
White Album: Tsuzurareru Fuyu no Omoide,PS3,2010,Adventure,Aqua Plus,,
J-League Winning Eleven 2010: Club Championship,PS2,2010,Sports,Konami Digital Entertainment,,
Winter Sports 3: The Great Tournament,Wii,2010,Sports,Tradewest,,
Gummy Bears Mini Golf,DS,2010,Sports,Storm City Games,,
Forza Motorsport 3: Ultimate Edition,X360,2010,Racing,Microsoft Game Studios,,
Cheer We Go!,DS,2010,Misc,Natsume,,
B's-LOG Party_,PSP,2010,Adventure,Idea Factory,,
Saki Portable,PSP,2010,Adventure,Alchemist,,
Little Busters! Converted Edition,PSP,2010,Adventure,Prototype,,
Shukufuku no Campanella Portable,PSP,2010,Adventure,Kadokawa Shoten,,
Battle Spirits: Digital Starter,DS,2010,Role-Playing,Namco Bandai Games,,
Paws & Claws: Regal Resort,DS,2010,Simulation,THQ,,
Winning Post World 2010,PS3,2010,Sports,Tecmo Koei,,
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010,Action,Namco Bandai Games,,
Gormiti: The Lords of Nature!,Wii,2010,Adventure,Konami Digital Entertainment,,
North American Hunting Extravaganza 2,Wii,2010,Sports,Unknown,,
Ape Escape,PS3,2010,Platform,Sony Computer Entertainment,,
Gummy Bears Mini Golf,Wii,2010,Sports,Unknown,,
Zac to Ombra: Maboroshi no Yuuenchi,DS,2010,Adventure,Konami Digital Entertainment,,
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,Namco Bandai Games,,
All Points Bulletin,PC,2010,Role-Playing,Electronic Arts,,
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010,Adventure,Nippon Ichi Software,,
Harukanaru Toki no Naka de 4: Aizouban,PSP,2010,Role-Playing,Tecmo Koei,,
NatGeo Challenge! Wild Life,Wii,2010,Misc,Black Bean Games,,
Heathcliff! Frantic Foto,DS,2010,Misc,Storm City Games,,
Sherlock Holmes: Secret of The Silver Earring,Wii,2010,Adventure,Focus Home Interactive,,
Da Capo I & II Plus Situation Portable,PSP,2010,Adventure,Kadokawa Shoten,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010,Misc,D3Publisher,,
Monster Hunter Frontier Online: Season 9.0,X360,2010,Role-Playing,Capcom,,
Trick x Logic: Season 2,PSP,2010,Adventure,Sony Computer Entertainment,,
San Goku Shi DS 3,DS,2010,Strategy,Tecmo Koei,,
Espgaluda II Black Label,X360,2010,Shooter,Cave,,
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,2010,Role-Playing,ChunSoft,,
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010,Adventure,Yeti,,
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,2010,Misc,Unknown,,
Kevin Van Dam: Big Bass Challenge,Wii,2010,Sports,Zoo Games,,
Yumeiro Patissiere: My Sweets Cooking,DS,2010,Simulation,Konami Digital Entertainment,,
Maximum Racing: Drag & Stock Racer,Wii,2010,Racing,Nordic Games,,
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS,2010,Misc,Kamui,,
Classic Dungeon: Fuyoku no Masoujin,PSP,2010,Role-Playing,Nippon Ichi Software,,
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS,2010,Simulation,Konami Digital Entertainment,,
Chaos;Head - Love Chu*Chu!,X360,2010,Adventure,5pb,,
Last Escort: Club Katze,PSP,2010,Adventure,D3Publisher,,
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,2010,Adventure,Yeti,,
Kiniro no Corda 3,PS2,2010,Adventure,Tecmo Koei,,
StormLover,PSP,2010,Adventure,D3Publisher,,
Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010,Action,Tecmo Koei,,
Keshisasu-Kun: Battle Kas-tival,DS,2010,Action,Konami Digital Entertainment,,
Dennou Senki Virtual-On Force,X360,2010,Fighting,Sega,,
Nettou! Powerful Koushien,DS,2010,Sports,Konami Digital Entertainment,,
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,2010,Role-Playing,Gust,,
Senko no Ronde DUO,X360,2010,Fighting,G.Rev,,
Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010,Fighting,Marvelous Interactive,,
Hudson x GReeeeN Live!? DeeeeS!?,DS,2010,Misc,Hudson Soft,,
S.Y.K Renshouden,PS2,2010,Adventure,Idea Factory,,
SD Gundam: Gashapon Wars,Wii,2010,Strategy,Namco Bandai Games,,
MapleStory DS,DS,2010,Role-Playing,Nexon,,
Blaze Union: Story to Reach the Future,PSP,2010,Role-Playing,Sting,,
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,2010,Adventure,Alchemist,,
DeathSmiles II,X360,2010,Shooter,Cave,,
Hyakumanton no Bara Bara,PSP,2010,Strategy,Sony Computer Entertainment,,
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,2010,Adventure,Idea Factory,,
The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010,Fighting,SNK Playmore,,
Girls Only,DS,2010,Simulation,Foreign Media Games,,
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010,Adventure,Yeti,,
SingStar Fussballhits,PS3,2010,Misc,Sony Computer Entertainment,,
UK Truck Simulator,PC,2010,Simulation,N/A,,
Rugby League Live,X360,2010,Sports,Home Entertainment Suppliers,,
1000 Cooking Recipes from ELLE _ table,DS,2010,Misc,Nintendo,,
Rugby League Live,PS3,2010,Sports,Home Entertainment Suppliers,,
Schlag den Raab,PC,2010,Misc,Namco Bandai Games,,
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,Prototype,,
NatGeo Challenge! Wild Life,X360,2010,Misc,Black Bean Games,,
Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,Irem Software Engineering,,
Starry ? Sky: In Autumn,PSP,2010,Misc,Asgard,,
Tenkaichi * Sengoku Lovers,DS,2010,Adventure,Rocket Company,,
Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010,Adventure,Prototype,,
Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010,Adventure,Idea Factory,,
No More Heroes: Heroes' Paradise,X360,2010,Action,Marvelous Interactive,,
Ken to Mahou to Gakuen Mono. 2G,PS3,2010,Role-Playing,Acquire,,
Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010,Action,Kadokawa Shoten,,
Lilpri DS: Hime-Chen! Apple Pink,DS,2010,Adventure,Sega,,
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010,Adventure,Prototype,,
Vitamin Z Revolution,PSP,2010,Adventure,D3Publisher,,
Fishdom 2 Deluxe,PC,2010,Puzzle,Rondomedia,,
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,2010,Misc,D3Publisher,,
Kingdom: Ikkitousen no Ken,PSP,2010,Action,Konami Digital Entertainment,,
Chaos;Head Noah,PSP,2010,Adventure,5pb,,
Princess Saver! Eternal Love for My Lady,PS2,2010,Adventure,Comfort,,
Twinkle * Crusaders GoGo!,PSP,2010,Adventure,ASCII Media Works,,
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,2010,Misc,D3Publisher,,
PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010,Misc,Irem Software Engineering,,
Serious Sam HD: Gold Edition,PC,2010,Shooter,Devolver Digital,,
Triple Crown Championship Snowboarding,Wii,2010,Sports,Destineer,,
Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,2010,Adventure,Alchemist,,
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2010,Adventure,Alchemist,,
Tale of a Hero,PC,2010,Adventure,Daedalic,,
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,2010,Adventure,Idea Factory,,
Ore no Yome: Anata Dake no Hanayome,X360,2010,Adventure,Idea Factory,,
Tsuyo Kiss 2 Portable,PSP,2010,Adventure,NetRevo,,
Nisenochigiri,PSP,2010,Adventure,Idea Factory,,
Livly Garden,DS,2010,Simulation,Marvelous Interactive,,
Jinguuji Saburou DS: Akai Chou,DS,2010,Adventure,Arc System Works,,
Kawaii Koinu DS 3,DS,2010,Simulation,MTO,,
PDC World Championship Darts: Pro Tour,X360,2010,Sports,O-Games,,
Uta no * Prince-Sama,PSP,2010,Adventure,Broccoli,,
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,2010,Action,Russel,,
Pastel Chime Continue,PSP,2010,Adventure,5pb,,
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,2010,Adventure,Alchemist,,
Kazoku Keikaku,PSP,2010,Adventure,CyberFront,,
Mount & Blade: Warband,PC,2010,Role-Playing,Paradox Interactive,,
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,2010,Misc,Karin Entertainment,,
Seitokai no Ichizon: DS-suru Seitokai,DS,2010,Adventure,Kadokawa Shoten,,
Winter Blast: 9 Snow & Ice Games,Wii,2010,Sports,Destineer,,
Miyako,PSP,2010,Adventure,Idea Factory,,
Motto NUGA-CEL!,PSP,2010,Adventure,Idea Factory,,
11eyes: CrossOver,PSP,2010,Adventure,5pb,,
Tantei Opera: Milky Holmes,PSP,2010,Adventure,Unknown,,
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,2010,Action,Takara Tomy,,
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,2010,Simulation,Square Enix,,
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,2010,Action,Namco Bandai Games,,
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,2010,Role-Playing,Namco Bandai Games,,
Thomas & Friends: Hero of the Rails,Wii,2010,Misc,Unknown,,
Ketsui: Kizuna Jigoku Tachi Extra,X360,2010,Shooter,5pb,,
Koisuru Otome to Shugo no Tate Portable,PSP,2010,Adventure,Alchemist,,
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,2010,Misc,Namco Bandai Games,,
Tegami Bachi: Kokoro Tsumugu Mono e,PSP,2010,Role-Playing,Konami Digital Entertainment,,
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010,Adventure,Russel,,
Ginga Tetsudou 999 DS,DS,2010,Adventure,Culture Brain,,
Suzunone Seven: Rebirth Knot,PS2,2010,Adventure,Alchemist,,
Vitamin X Evolution Plus,PSP,2010,Adventure,D3Publisher,,
Memories Off: Yubikiri no Kioku,X360,2010,Adventure,5pb,,
Cross + Channel,PSP,2010,Adventure,CyberFront,,
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,2010,Misc,Namco Bandai Games,,
Strike Witches: Shirogane no Tsubasa,X360,2010,Strategy,CyberFront,,
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,2010,Action,Hudson Soft,,
Moujuutsukai to Oujisama,PS2,2010,Adventure,Idea Factory,,
Yoake Yori Ruriiro na Portable,PSP,2010,Adventure,Kadokawa Shoten,,
Emergency 2012,DS,2010,Simulation,Rondomedia,,
Battle Spirits: Hero's Soul,PSP,2010,Role-Playing,Namco Bandai Games,,
Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,2010,Misc,Alchemist,,
Otona no Renai Shousetsu: Harlequin Selection,DS,2010,Misc,Nintendo,,
W.L.O. Sekai Renai Kikousen,X360,2010,Adventure,5pb,,
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS,2010,Misc,Alvion,,
Dancing on Ice,DS,2010,Sports,Ghostlight,,
Shin Sangoku Musou Online: Souten Ranbu,PS3,2010,Action,Tecmo Koei,,
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PSP,2010,Misc,Paon,,
GTI Club: Supermini Festa!,Wii,2010,Racing,Konami Digital Entertainment,,
Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010,Action,Neko Entertainment,,
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,PSP,2010,Adventure,Idea Factory,,
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,DS,2010,Role-Playing,Starfish,,
Command & Conquer 4: Tiberian Twilight,PC,2010,Strategy,Electronic Arts,,
Narcissus: Moshimo Ashita ga Runara,PSP,2010,Adventure,Kadokawa Shoten,,
"Sharin no Kuni, Himawari no Shoujo",X360,2010,Adventure,5pb,,
So-Ra-No-Wo-To: Otome no Gojuusou,PSP,2010,Adventure,Compile Heart,,
Scared Rider Xechs,PS2,2010,Adventure,RED Entertainment,,
Misshitsu no Sacrifice,PSP,2010,Adventure,D3Publisher,,
Sora no Otoshimono: DokiDoki Summer Vacation,PSP,2010,Adventure,Kadokawa Shoten,,
Wand of Fortune: Mirai e no Prologue Portable,PSP,2010,Adventure,Idea Factory,,
